data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor
training,2018-09-23 06:42:06.021680,thanos::sroute:ff52ef7a-4d0d-4063-9bfe-cc211728881b,FTL,trip-153768492602129387,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-23 06:42:06.021680,2018-09-23 11:44:28.365845,302.0,True,22,2018-09-23 11:05:19,23.194333685536094,38.0,24.0,26.8622,1.5833333333333333,38.0,24.0,26.8622,1.5833333333333333
training,2018-09-23 06:42:06.021680,thanos::sroute:ff52ef7a-4d0d-4063-9bfe-cc211728881b,FTL,trip-153768492602129387,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-23 06:42:06.021680,2018-09-23 11:44:28.365845,302.0,True,44,2018-09-23 10:27:22,44.04565880253596,76.0,41.0,54.4326,1.853658536585366,37.0,27.0,30.1058,1.3703703703703705
training,2018-09-23 06:42:06.021680,thanos::sroute:ff52ef7a-4d0d-4063-9bfe-cc211728881b,FTL,trip-153768492602129387,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-23 06:42:06.021680,2018-09-23 11:44:28.365845,302.0,True,66,2018-09-23 09:45:25,72.84932736996993,117.0,68.0,89.668,1.7205882352941178,41.0,26.0,35.2353,1.5769230769230769
training,2018-09-23 06:42:06.021680,thanos::sroute:ff52ef7a-4d0d-4063-9bfe-cc211728881b,FTL,trip-153768492602129387,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-23 06:42:06.021680,2018-09-23 11:44:28.365845,302.0,True,88,2018-09-23 09:21:27,88.07659948580108,141.0,80.0,108.39389999999999,1.7625,23.0,14.0,17.2476,1.6428571428571428
training,2018-09-23 06:42:06.021680,thanos::sroute:ff52ef7a-4d0d-4063-9bfe-cc211728881b,FTL,trip-153768492602129387,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-23 06:42:06.021680,2018-09-23 11:44:28.365845,302.0,False,100,2018-09-23 08:39:31,100.70842292819515,183.0,95.0,129.3519,1.9263157894736842,41.0,15.0,20.958,2.7333333333333334
training,2018-09-14 15:42:46.437249,thanos::sroute:a16bfa03-3462-4bce-9c82-5784c7d315e6,Carting,trip-153693976643699843,IND400011AAA,LowerParel_CP (Maharashtra),IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),2018-09-14 15:42:46.437249,2018-09-14 17:31:45.368791,108.0,True,9,2018-09-14 16:29:54,9.35585245659368,46.0,11.0,11.4344,4.181818181818182,46.0,11.0,11.4344,4.181818181818182
training,2018-09-14 15:42:46.437249,thanos::sroute:a16bfa03-3462-4bce-9c82-5784c7d315e6,Carting,trip-153693976643699843,IND400011AAA,LowerParel_CP (Maharashtra),IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),2018-09-14 15:42:46.437249,2018-09-14 17:31:45.368791,108.0,False,16,2018-09-14 16:15:53,16.431272910022397,60.0,16.0,18.7941,3.75,14.0,5.0,7.3597,2.8
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-13 20:44:19.424489,2018-09-13 23:59:56.061158,195.0,True,22,2018-09-13 23:25:20,23.635810703056038,30.0,30.0,28.9765,1.0,30.0,30.0,28.9765,1.0
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-13 20:44:19.424489,2018-09-13 23:59:56.061158,195.0,False,39,2018-09-13 22:47:26,39.806035605838,67.0,53.0,52.1256,1.2641509433962264,37.0,26.0,24.9545,1.4230769230769231
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,22,2018-09-14 12:45:25,24.319863863505837,50.0,24.0,29.7046,2.0833333333333335,50.0,24.0,29.7046,2.0833333333333335
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,44,2018-09-14 12:15:21,44.43657660813611,80.0,43.0,51.631,1.8604651162790697,30.0,18.0,21.9265,1.6666666666666667
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,66,2018-09-14 10:41:26,67.73482729847098,174.0,82.0,96.7055,2.1219512195121952,93.0,38.0,45.074400000000004,2.4473684210526314
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,88,2018-09-14 09:39:25,89.31971340409117,236.0,119.0,132.086,1.9831932773109244,62.0,37.0,35.3805,1.6756756756756757
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,110,2018-09-14 08:49:29,110.62044270267869,285.0,149,159.8228,1.912751677852349,49.0,30.0,27.736900000000002,1.6333333333333333
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,132,2018-09-14 08:11:24,134.70055569613038,324.0,175.0,184.82520000000002,1.8514285714285714,38.0,25.0,25.0182,1.52
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,154,2018-09-14 07:45:24,154.847431094117,350.0,192.0,207.74689999999998,1.8229166666666667,26.0,17,22.9217,1.5294117647058822
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,176,2018-09-14 07:17:29,177.5539525351548,377.0,214.0,237.1675,1.7616822429906542,27.0,22.0,29.4206,1.2272727272727273
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,198,2018-09-14 06:51:25,199.7985050302375,404.0,233.0,262.2909,1.7339055793991416,26.0,18.0,25.1233,1.4444444444444444
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,220,2018-09-14 06:15:26,220.40088509292144,440.0,251.0,286.7275,1.752988047808765,35.0,18.0,24.4366,1.9444444444444444
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,242,2018-09-14 05:49:24,242.92642000001516,466.0,270.0,311.0967,1.7259259259259259,26.0,18.0,24.3692,1.4444444444444444
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,264,2018-09-14 04:41:29,267.1737965517178,533.0,304.0,341.1483,1.7532894736842106,67.0,36.0,41.697199999999995,1.8611111111111112
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,286,2018-09-14 04:03:25,292.0587177317109,572.0,332.0,369.2797,1.7228915662650603,38.0,32.0,34.2999,1.1875
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,308,2018-09-14 03:43:23,308.8523393389864,592.0,349.0,387.3361,1.6962750716332378,20.0,16.0,18.0564,1.25
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,True,330,2018-09-14 02:51:34,331.49416600039837,643.0,376.0,416.1922,1.7101063829787233,51.0,27.0,28.856099999999998,1.8888888888888888
training,2018-09-13 20:44:19.424489,thanos::sroute:76951383-1608-44e4-a284-46d92e82a8b5,FTL,trip-153687145942424248,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-13 23:59:56.061158,2018-09-14 13:55:58.765334,836.0,False,331,2018-09-14 01:17:22,331.6523996130991,738.0,433.0,472.5899,1.7043879907621247,94.0,70.0,72.5561,1.3428571428571427
test,2018-09-29 22:21:45.149226,thanos::sroute:0904e75c-b3ac-4278-96cf-802835a1d5fc,FTL,trip-153825970514894360,IND141003AAB,Ludhiana_GillChwk_DC (Punjab),IND142026AAA,Jagraon_DC (Punjab),2018-09-30 02:22:04.138164,2018-09-30 03:42:55.193293,80.0,True,22,2018-09-30 03:12:07,23.58330640570861,20.0,16.0,23.81,1.25,20.0,16.0,23.81,1.25
test,2018-09-29 22:21:45.149226,thanos::sroute:0904e75c-b3ac-4278-96cf-802835a1d5fc,FTL,trip-153825970514894360,IND141003AAB,Ludhiana_GillChwk_DC (Punjab),IND142026AAA,Jagraon_DC (Punjab),2018-09-30 02:22:04.138164,2018-09-30 03:42:55.193293,80.0,False,36,2018-09-30 02:52:08,36.623171804016195,40.0,31.0,40.664,1.2903225806451613,19.0,14.0,16.854,1.3571428571428572
test,2018-09-29 22:21:45.149226,thanos::sroute:0904e75c-b3ac-4278-96cf-802835a1d5fc,FTL,trip-153825970514894360,IND142026AAA,Jagraon_DC (Punjab),IND141109AAA,Raikot_DC (Punjab),2018-09-30 03:42:55.193293,2018-09-30 05:12:34.503322,89.0,False,20,2018-09-30 04:14:10,20.456544339323546,51.0,35.0,23.3491,1.457142857142857,51.0,35.0,23.3491,1.457142857142857
test,2018-09-29 22:21:45.149226,thanos::sroute:0904e75c-b3ac-4278-96cf-802835a1d5fc,FTL,trip-153825970514894360,IND141109AAA,Raikot_DC (Punjab),IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),2018-09-30 05:12:34.503322,2018-09-30 06:44:42.320422,92.0,True,22,2018-09-30 05:50:12,22.23803749197899,41.0,45.0,32.6991,0.9111111111111111,41.0,45.0,32.6991,0.9111111111111111
test,2018-09-29 22:21:45.149226,thanos::sroute:0904e75c-b3ac-4278-96cf-802835a1d5fc,FTL,trip-153825970514894360,IND141109AAA,Raikot_DC (Punjab),IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),2018-09-30 05:12:34.503322,2018-09-30 06:44:42.320422,92.0,False,38,2018-09-30 05:30:09,38.40878261087243,61.0,57.0,59.752300000000005,1.0701754385964912,20.0,27.0,19.0379,0.7407407407407407
training,2018-09-17 21:26:00.454695,thanos::sroute:87d41453-285f-40a2-b56c-64d56e1b4cd8,Carting,trip-153721957397763022,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560083AAB,Bengaluru_Bnnrghta_L (Karnataka),2018-09-17 21:26:00.454695,2018-09-18 02:47:54.218733,321.0,True,9,2018-09-18 01:23:19,10.25966085679703,15.0,15,14.1889,1.0,15.0,15,14.1889,1.0
training,2018-09-17 21:26:00.454695,thanos::sroute:87d41453-285f-40a2-b56c-64d56e1b4cd8,Carting,trip-153721957397763022,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560083AAB,Bengaluru_Bnnrghta_L (Karnataka),2018-09-17 21:26:00.454695,2018-09-18 02:47:54.218733,321.0,True,18,2018-09-18 01:11:19,18.973335823119555,27.0,22.0,23.5235,1.2272727272727273,12.0,13.0,13.3799,0.9230769230769231
training,2018-09-17 21:26:00.454695,thanos::sroute:87d41453-285f-40a2-b56c-64d56e1b4cd8,Carting,trip-153721957397763022,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560083AAB,Bengaluru_Bnnrghta_L (Karnataka),2018-09-17 21:26:00.454695,2018-09-18 02:47:54.218733,321.0,True,27,2018-09-18 00:47:20,27.17603390997179,51.0,31,36.1825,1.6451612903225807,23.0,10,10.523,2.3
training,2018-09-17 21:26:00.454695,thanos::sroute:87d41453-285f-40a2-b56c-64d56e1b4cd8,Carting,trip-153721957397763022,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560083AAB,Bengaluru_Bnnrghta_L (Karnataka),2018-09-17 21:26:00.454695,2018-09-18 02:47:54.218733,321.0,False,31,2018-09-18 00:29:20,31.692506090505763,69.0,39.0,41.3322,1.7692307692307692,18.0,7.0,5.1497,2.5714285714285716
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362001AAA,Junagadh_DPC (Gujarat),IND362220AAA,Junagadh_keshod_DC (Gujarat),2018-09-12 01:33:48.711350,2018-09-12 02:42:24.563892,68.0,True,9,2018-09-12 02:19:56,9.756514286942279,15.0,14.0,14.101299999999998,1.0714285714285714,15.0,14.0,14.101299999999998,1.0714285714285714
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362001AAA,Junagadh_DPC (Gujarat),IND362220AAA,Junagadh_keshod_DC (Gujarat),2018-09-12 01:33:48.711350,2018-09-12 02:42:24.563892,68.0,True,18,2018-09-12 02:05:56,18.921121976539975,29.0,13.0,19.5467,2.230769230769231,14.0,12.0,12.1334,1.1666666666666667
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362001AAA,Junagadh_DPC (Gujarat),IND362220AAA,Junagadh_keshod_DC (Gujarat),2018-09-12 01:33:48.711350,2018-09-12 02:42:24.563892,68.0,True,27,2018-09-12 01:53:57,27.023472193154976,41.0,21.0,29.850099999999998,1.9523809523809523,11.0,7,10.3034,1.5714285714285714
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362001AAA,Junagadh_DPC (Gujarat),IND362220AAA,Junagadh_keshod_DC (Gujarat),2018-09-12 01:33:48.711350,2018-09-12 02:42:24.563892,68.0,False,28,2018-09-12 01:51:56,28.340660939973095,43.0,22.0,31.1283,1.9545454545454546,2.0,0.0,1.2782,-1
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362265AAA,Veraval_DC (Gujarat),IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),2018-09-12 04:39:48.509733,2018-09-12 06:12:09.579013,92.0,True,9,2018-09-12 05:47:54,9.518242562495793,16.0,9,13.0306,1.7777777777777777,16.0,9,13.0306,1.7777777777777777
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362265AAA,Veraval_DC (Gujarat),IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),2018-09-12 04:39:48.509733,2018-09-12 06:12:09.579013,92.0,True,18,2018-09-12 05:33:56,18.70597998884747,30.0,16.0,22.8418,1.875,13.0,6.0,9.811200000000001,2.1666666666666665
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362265AAA,Veraval_DC (Gujarat),IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),2018-09-12 04:39:48.509733,2018-09-12 06:12:09.579013,92.0,True,27,2018-09-12 05:13:55,27.509813406778253,50.0,24.0,35.0985,2.0833333333333335,20.0,8.0,12.2567,2.5
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362265AAA,Veraval_DC (Gujarat),IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),2018-09-12 04:39:48.509733,2018-09-12 06:12:09.579013,92.0,False,33,2018-09-12 04:49:55,33.569972878801046,74.0,32.0,43.1216,2.3125,24.0,7,8.023100000000001,3.4285714285714284
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),IND362560AAA,Una_Mamlatdr_DC (Gujarat),2018-09-12 06:12:09.579013,2018-09-12 07:19:24.177399,67.0,True,27,2018-09-12 06:13:56,34.29262431189091,57.0,26.0,36.3964,2.1923076923076925,57.0,26.0,36.3964,2.1923076923076925
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),IND362560AAA,Una_Mamlatdr_DC (Gujarat),2018-09-12 06:12:09.579013,2018-09-12 07:19:24.177399,67.0,True,36,2018-09-12 06:12:09.579013,37.24074080908733,59.0,28.0,39.5496,2.107142857142857,1.0,2.0,3.1531,0.5
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),IND362560AAA,Una_Mamlatdr_DC (Gujarat),2018-09-12 06:12:09.579013,2018-09-12 07:19:24.177399,67.0,False,37,2018-09-12 06:12:09.579013,37.24074080908733,59.0,28.0,39.5496,2.107142857142857,0.0,0,0.0,-1
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),2018-09-12 07:19:24.177399,2018-09-12 09:26:45.211239,127.0,True,9,2018-09-12 08:53:55,9.996277511276327,15.0,10.0,11.6241,1.5,15.0,10.0,11.6241,1.5
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),2018-09-12 07:19:24.177399,2018-09-12 09:26:45.211239,127.0,True,18,2018-09-12 08:31:54,23.328327865181716,37.0,24.0,26.610599999999998,1.5416666666666667,22.0,13.0,14.9864,1.6923076923076923
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),2018-09-12 07:19:24.177399,2018-09-12 09:26:45.211239,127.0,True,36,2018-09-12 08:03:55,39.54026305783818,65.0,42.0,45.521800000000006,1.5476190476190477,27.0,17.0,18.9113,1.588235294117647
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),2018-09-12 07:19:24.177399,2018-09-12 09:26:45.211239,127.0,True,45,2018-09-12 07:49:54,45.40221058151275,79.0,49.0,53.334199999999996,1.6122448979591837,14.0,7.0,7.812399999999999,2.0
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),2018-09-12 07:19:24.177399,2018-09-12 09:26:45.211239,127.0,True,54,2018-09-12 07:39:54,54.26972085681332,89.0,57.0,62.615199999999994,1.5614035087719298,10.0,8.0,9.281,1.25
